5.823848055345226271e+01	1.510769955066658454e+01
7.788446676408499059e+01	1.648346729916989162e+01
5.363419267103714105e+01	1.423883396652043842e+01
9.357684661774865731e+01	1.630031405153805935e+01
1.920910998726091989e+01	1.168865493362451069e+01
3.490441456929233510e+01	1.287770169819239108e+01
6.501091265267189101e+01	1.512885601001332070e+01
6.223928529075045901e+01	1.587350079400953540e+01
9.332872347307409200e+01	1.594529627733278510e+01
3.910445894427569158e+01	1.396642904288333042e+01
6.125024187716103086e+01	1.554792749409187813e+01
9.734124270345409968e+01	1.721843823511470006e+01
8.263798525140683182e+01	1.642058070159296790e+01
2.713667330926569932e+01	1.302115001643449865e+01
4.271644761924244449e+01	1.414158247673474023e+01
5.422101536813549671e+01	1.477584225952717922e+01
7.597713533013551057e+01	1.629278629721651583e+01
1.783734224686039127e+01	1.159837274899258119e+01
1.418879311335143889e+01	1.063511063582174998e+01
6.425140829735251913e+00	9.203429955299622378e+00
5.104531731285938179e+01	1.555445607971079802e+01
8.874836275100967953e+00	1.009076884598087887e+01
1.956519564555322077e+01	1.171675001888796785e+01
2.800664661272047695e+01	1.291434157260573734e+01
5.547324132856654444e+01	1.551789844798941331e+01
9.447815321538611499e+01	1.597898563925669890e+01
9.014061560583850508e+01	1.653013656915911511e+01
1.255411303251297639e+01	1.085128032949806354e+01
2.501307504519936131e+01	1.328060142384850195e+01
1.002835555985943472e+02	1.675610420170535164e+01
7.555709244103866240e+01	1.655583741765894246e+01
4.826753453659781457e+01	1.514315606679235948e+01
3.436804472985189562e+01	1.325095316154741099e+01
9.660188988802110543e+01	1.671375648192170615e+01
3.832340804085633579e+01	1.405170186270239974e+01
8.760451460512568644e+01	1.607653738495454476e+01
7.637258051608263543e+01	1.592907046426913631e+01
6.618654755650085519e+01	1.661027495302997181e+01
9.936646251050228784e+01	1.672569071658353224e+01
8.294246510478693324e+01	1.680876927622102102e+01
9.646400148977942024e+01	1.694096697272867402e+01
7.112090047159224326e+00	9.390460592896172187e+00
5.873004371038933868e+01	1.532002806463450639e+01
5.636747018456166813e+01	1.611521123050849624e+01
8.869548898756890765e+01	1.561538172964500859e+01
5.520300769954543085e+01	1.518857667296650860e+01
5.586340445533053867e+01	1.612483147264290650e+01
3.221220589640196152e+01	1.253002862188536248e+01
9.049157770022520708e+01	1.736512481290593968e+01
9.754552533718980101e+01	1.661808435918214144e+01
8.847215057597946952e+01	1.642838769901425167e+01
4.823175442870997642e+01	1.510148028556095667e+01
9.488449957084098685e+01	1.715402764562190896e+01
3.422180022657845910e+01	1.322218491542580487e+01
9.773716705567612451e+01	1.673518917833292363e+01
1.269115413589208607e+01	1.204611409237638853e+01
1.744381612338840526e+01	1.180017753543862646e+01
3.624034788378405381e+01	1.455251018118818784e+01
1.051838860398473940e+01	9.633866553278743083e+00
5.563036371073130937e+01	1.540497993618108730e+01
7.489979179952115373e+01	1.593079898225945534e+01
2.702388486631538100e+01	1.423305802713305468e+01
1.335783601497635686e+01	1.124877488911252854e+01
5.927832681814687277e+01	1.555782681903016496e+01
4.738909301961274423e+01	1.441654304881845050e+01
2.568218437220325967e+01	1.330274046508160879e+01
1.058077705939137658e+01	1.036921501092326992e+01
8.210514035809168831e+01	1.597194078860828803e+01
9.666984565563499388e+00	9.620661838891624740e+00
9.258673182021205150e+01	1.646284393857543549e+01
5.546634282820100026e+01	1.527537578908332350e+01
5.305463992687547403e+01	1.530364077013859969e+01
3.489676076751131006e+01	1.389204858987307034e+01
7.676769826413097064e+01	1.707642172582284346e+01
5.905042163194591609e+01	1.561573944741325981e+01
6.126501110449261489e+01	1.514032285916685083e+01
5.321862650926701832e+01	1.532620839601926299e+01
7.839678854092684901e+01	1.660947416344034622e+01
6.241887688901083209e+01	1.594226199381166609e+01
9.457226712521719492e+01	1.779749555022089424e+01
8.298905539919132934e+01	1.556420620987768721e+01
8.272376778868130387e+00	1.000535222185468953e+01
2.286813536433859984e+00	7.793456347217451174e+00
6.409279565314380989e+01	1.570240256351280372e+01
2.542208240405773090e+00	7.185295641095610364e+00
2.269163443755962106e+01	1.123687236464838790e+01
6.408054680186943131e+01	1.541131933544390265e+01
8.271720264028193981e+01	1.697878402225853023e+01
3.121018446033450289e+01	1.282099805236060241e+01
2.287207714311237439e+01	1.236836741850543575e+01
4.414338267809369398e+01	1.406877345206283003e+01
6.752296563849988331e+01	1.577065391326151378e+01
5.761321967549720569e+01	1.580820691424102797e+01
3.409109246586246655e+01	1.360562537481236589e+01
4.796240031258194847e+01	1.548499038472404798e+01
9.839283277134701677e+01	1.652521758842704003e+01
2.961178006187807910e+01	1.302392712070033198e+01
9.304569608563769023e+00	9.418858667361746484e+00
6.375746931550650487e+01	1.566887972979480992e+01
2.647826280227759810e+01	1.222659343348843564e+01
4.106374201850768912e+01	1.454042951339130063e+01
5.065129008983026537e+00	8.178746035424010685e+00
7.257967746192183256e+01	1.604754424849546979e+01
9.597966783039422012e+01	1.638771669099691408e+01
6.973162656656847957e+01	1.550560564316525713e+01
1.040948698352443103e+01	9.862938881355255205e+00
4.240299540491683672e+01	1.355851462020277332e+01
7.181475576483458667e+01	1.608578102811278043e+01
3.588744014718506037e+01	1.475332670692778336e+01
2.124644165832244624e+01	1.151825890456598422e+01
4.476504063983433213e+01	1.440930687287260881e+01
8.701257826652730287e+00	1.036328106809647309e+01
2.386226894929846409e+00	6.775904336752341273e+00
8.591937006379762920e+01	1.697286724491496201e+01
9.202395732466115419e+01	1.650112400952881941e+01
9.017930263348370090e+01	1.655666868470308728e+01
4.157383295160277470e+01	1.476100987452730173e+01
1.822387450357819105e+01	1.192272453654788755e+01
3.364061396796784464e+01	1.355985159857577393e+01
2.373527840718054449e+01	1.320862779180578350e+01
3.777613604257054902e+01	1.322412947411875450e+01
2.594041690135649958e+01	1.290483522026546659e+01
1.822636540869531885e+01	1.188691933907953313e+01
5.248834833906587960e+01	1.533023095462334595e+01
2.899787870866787998e+01	1.274352802300079013e+01
5.951999317468707318e+01	1.596430248843248201e+01
9.551625927595978283e+01	1.692733910672644981e+01
2.780258763602848049e+01	1.304324378240950999e+01
3.441369625236101371e+01	1.334832840760777017e+01
5.944925089559788489e+01	1.646353769823333835e+01
3.231143817479134839e+01	1.301395912226675122e+01
3.417808168950310943e+01	1.321294565952536182e+01
1.914711361535222167e+01	1.185680170838566028e+01
9.865977774819252488e+01	1.601293267679697152e+01
7.636820446213953062e+01	1.593089775455975499e+01
7.460335465949361833e+01	1.717935908476209050e+01
1.094575392578230932e+01	9.926835550683742682e+00
1.571748574853576130e+01	1.139125243935543530e+01
1.818039483653328148e+01	1.134340547549504841e+01
5.634127858986732917e+01	1.534390716271310495e+01
2.092045808917551497e+01	1.193155646243772416e+01
9.611292486508195054e+01	1.713030879366389669e+01
2.648278249964867115e+01	1.225139242216616076e+01
3.239753117910151303e+01	1.407633275533617123e+01
2.198305279254238798e+01	1.269395474087816922e+01
4.550526950362142742e+01	1.467054632403005598e+01
9.047110733283092543e+01	1.632964359473701066e+01
3.355309049887765838e+01	1.387811651721982997e+01
